sentence,label
"He took a painting class last summer.",0
"I met a famous person last week.",0
"I am walking to the store now.",1
"She is finishing her homework.",1
"They are watching a movie.",1
"We are visiting the park today.",1
"He is cooking dinner right now.",1
"The kids are playing outside.",1
"She is writing a letter.",1
"They are traveling to New York this summer.",1
"I am looking for my keys.",1
"He is painting the fence.",1
"The teacher is explaining the lesson.",1
"We are having a party tonight.",1
"I am meeting her at the mall this Friday.",1
"She is running a mile today.",1
"They are celebrating their birthday this month.",1
"He is fixing the bike now.",1
"We are eating at a new restaurant tonight.",1
"She is reading a book right now.",1
"I am visiting my aunt this summer.",1
"They are graduating this year.",1
"He is buying a new laptop this month.",1
"We are going for a walk tomorrow.",1
"She is cleaning the house now.",1
"They are going to a concert tonight.",1
"He is making a cake today.",1
"I am watching TV now.",1
"She is getting a new job this month.",1
"They are having lunch together this Friday.",1
"He is learning to cook this summer.",1
"We are staying in a cabin this winter.",1
"She is enjoying the movie today.",1
"They are exploring the city this weekend.",1
"He is writing a story now.",1
"We are having a barbecue this Saturday.",1
"She is visiting her cousin this month.",1
"They are seeing a shooting star tonight.",1
"He is organizing a game night this year.",1
"We are playing games this Sunday.",1
"She is attending a class this week.",1
"They are spending the day at the beach this summer.",1
"He is building a birdhouse this fall.",1
"I am watching a film with friends this week.",1
"She is going to a wedding this weekend.",1
"They are having a fun weekend this month.",1
"He is repairing the car this Sunday.",1
"We are celebrating New Year’s this year.",1
"She is finishing her project tonight.",1
"They are going to Italy this spring.",1
"He is taking a painting class this summer.",1
"I am meeting a famous person this week.",1
"I will walk to the store tomorrow.",2
"She will finish her homework tonight.",2
"They will watch a movie next weekend.",2
"We will visit the park next month.",2
"He will cook dinner tomorrow.",2
"The kids will play outside tomorrow.",2
"She will write a letter next week.",2
"They will travel to New York next summer.",2
"I will find my keys tomorrow.",2
"He will paint the fence next year.",2
"The teacher will explain the lesson tomorrow.",2
"We will have a party next Saturday.",2
"I will meet her at the mall next Friday.",2
"She will run a mile tomorrow.",2
"They will celebrate their birthday next month.",2
"He will fix the bike next weekend.",2
"We will eat at a new restaurant next night.",2
"She will read a book next week.",2
"I will visit my aunt next summer.",2
"They will graduate next year.",2
"He will buy a new laptop next month.",2
"We will go for a walk next Saturday.",2
"She will clean the house next Wednesday.",2
"They will go to a concert next night.",2
"He will make a cake next week.",2
"I will watch TV tomorrow.",2
"She will get a new job next month.",2
"They will have lunch together next Friday.",2
"He will learn to cook next summer.",2
"We will stay in a cabin next winter.",2
"She will enjoy the movie next year.",2
"They will explore the city next weekend.",2
"He will write a story next year.",2
"We will have a barbecue next Saturday.",2
"She will visit her cousin next month.",2
"They will see a shooting star next night.",2
"He will organize a game night next year.",2
"We will play games next Sunday.",2
"She will attend a class next week.",2
"They will spend the day at the beach next summer.",2
"He will build a birdhouse next fall.",2
"I will watch a film with friends next week.",2
"She will go to a wedding next weekend.",2
"They will have a fun weekend next month.",2
"He will repair the car next Sunday.",2
"We will celebrate New Year’s next year.",2
"She will finish her project tonight.",2
"They will go to Italy next spring.",2
"He will take a painting class next summer.",2
"I will meet a famous person next week.",2
"I walk to the park.",1
"She finishes her book.",1
"They watch TV.",1
"We visit our friends.",1
"He cooks breakfast.",1
"The kids play video games.",1
"She writes a thank-you note.",1
"They travel to the beach.",1
"I look for my wallet.",1
"He paints a picture.",1
"The teacher explains the topic.",1
"We have dinner at a restaurant.",1
"I meet her at the coffee shop.",1
"She runs a marathon.",1
"They celebrate their anniversary.",1
"He fixes the washing machine.",1
"We eat pizza.",1
"She reads a novel.",1
"I visit a museum.",1
"They graduate this year.",1
"He buys a new bike.",1
"We go to the zoo.",1
"She cleans her room.",1
"They go bowling.",1
"He makes a smoothie.",1
"I watch a sports game.",1
"She gets a haircut.",1
"They have brunch.",1
"He learns to play the piano.",1
"We stay at a beach house.",1
"She enjoys the concert.",1
"They explore a new park.",1
"He writes a letter.",1
"We have a picnic.",1
"She visits her parents.",1
"They see a great play.",1
"He organizes a family gathering.",1
"We play chess.",1
"She attends a seminar.",1
"They spend the day at the lake.",1
"He builds a birdhouse.",1
"I watch a comedy show.",1
"She goes to a film festival.",1
"They have a fun weekend.",1
"He repairs his car.",1
"We celebrate my graduation.",1
"She finishes her painting.",1
"They go to the aquarium.",1
"He takes a yoga class.",1
"I meet a new neighbor.",1
"She has a great meal.",1
"They enjoy a movie marathon.",1
"He makes homemade bread.",1
"Maine kal park mein walk kiya.",0
"Usne apna homework raat ko complete kiya.",0
"Unhone puri shaam TV dekha.",0
"Humne pichle hafte apne dada-dadi se mulaqat ki.",0
"Usne raat ko khana banaya.",0
"Bachon ne kal garden mein khela.",0
"Maine weekend par ek movie dekhi.",0
"Unhone pichle saal ek treehouse banaya.",0
"Usne pichle saal swimming seekhi.",0
"Maine kal exam ki tayari ki.",0
"Humne weekend mein room paint kiya.",0
"Usne Italy ka safar pichle saal kiya.",0
"Maine pichle mahine voh kitab padhi.",0
"Usne kal apna kamra saaf kiya.",0
"Humne weekend mein football khela.",0
"Unhone apni birthday party pichle mahine manayi.",0
"Maine kal cafe mein apne dost se mulaqat ki.",0
"Usne pichle hafte ek naya phone kharida.",0
"Hum pichle Saturday ko museum gaye the.",0
"Usne mujhe pichle saal ek gift diya.",0
"Unhone kal raat concert attend kiya.",0
"Usne kal apni car repair ki.",0
"Humne pichle Sunday picnic manayi.",0
"Usne apni kitaab pichle hafte khatam ki.",0
"Unhone pichle saal ek naye ghar mein shift kiya.",0
"Maine kal uski project mein madad ki.",0
"Usne pichle mahine roof ka leakage theek kiya.",0
"Humne weekend pe party ka anand liya.",0
"Usne pichle summer Spain ghooma.",0
"Unhone apna project pichle Friday complete kiya.",0
"Usne pichle saal apne dost ko letter likha.",0
"Unhone naye ghar mein shift kiya.",0
"Maine project mein madad ki.",0
"Usne roof ka leakage theek kiya.",0
"Humne party ka anand liya.",0
"Usne Spain ghooma.",0
"Unhone project complete kiya.",0
"Usne letter likha.",0
"Usne apna phone kho diya tha.",0
"Maine kal raat doston ke sath dinner kiya.",0
"Usne apna bag ghar bhool gaya tha.",0
"Humne subah jaldi uth gaye the.",0
"Unhone hume kal raat call kiya tha.",0
"Usne apni bike repair karwayi thi.",0
"Maine kal bazaar se samaan kharida.",0
"Usne apna assignment submit kiya.",0
"Unhone pichle hafte ek match jeeta.",0
"Humne kal ek film dekhi thi.",0
"Maine us din mandir gaya tha.",0
"Usne kal ek nayi dress li.",0
"Unhone sabko khushi se invite kiya tha.",0
"Humne pichli raat dance kiya.",0
"Usne kal ek book padhi thi.",0
"Maine apni car chalayi thi.",0
"Usne pichle mahine ek course complete kiya.",0
"Unhone kal ek photo kheechi thi.",0
"Maine ghar ka kaam khatam kiya tha.",0
"Maine park mein walk karta hoon.",1
"Usne apna homework complete karti hai.",1
"Unhone TV dekhte hain.",1
"Hum apne dost se milte hain.",1
"Usne khana banata hai.",1
"Bachon ne garden mein khelte hain.",1
"Maine ek movie dekhta hoon.",1
"Unhone treehouse banate hain.",1
"Usne swimming seekhti hai.",1
"Maine exam ki tayari karta hoon.",1
"Hum room paint karte hain.",1
"Usne Italy ka safar karta hai.",1
"Maine kitab padhta hoon.",1
"Usne apna kamra saaf karti hai.",1
"Hum football khelte hain.",1
"Unhone birthday manate hain.",1
"Maine cafe mein dost se milta hoon.",1
"Usne naya phone kharidta hai.",1
"Hum museum jaate hain.",1
"Usne mujhe gift deti hai.",1
"Unhone concert attend karte hain.",1
"Usne apni car repair karta hai.",1
"Hum picnic manate hain.",1
"Usne apni kitaab padhti hai.",1
"Unhone naye ghar mein shift karte hain.",1
"Maine project mein madad karta hoon.",1
"Usne roof ka leakage theek karta hai.",1
"Hum party ka anand lete hain.",1
"Usne Spain jaata hai.",1
"Unhone project complete karte hain.",1
"Usne letter likhta hai.",1
"Usne apna phone kho deta hai.",1
"Maine doston ke sath dinner karta hoon.",1
"Usne apna bag ghar bhoolta hai.",1
"Hum jaldi uth jaate hain.",1
"Unhone hume call karte hain.",1
"Usne apni bike repair karata hai.",1
"Maine bazaar se samaan kharidta hoon.",1
"Usne apna assignment submit karti hai.",1
"Unhone ek match jeette hain.",1
"Hum ek film dekhte hain.",1
"Maine mandir jaata hoon.",1
"Usne nayi dress kharidti hai.",1
"Unhone sabko invite karte hain.",1
"Hum dance karte hain.",1
"Usne ek book padhti hai.",1
"Maine apni car chalaata hoon.",1
"Usne ek course complete karti hai.",1
"Unhone photo kheechte hain.",1
"Maine ghar ka kaam karta hoon.",1
"Maine kal park mein walk karunga.",2
"Usne apna homework complete karegi.",2
"Unhone TV dekhenge.",2
"Hum apne dost se milenge.",2
"Usne khana banayega.",2
"Bachon ne garden mein khelne jayenge.",2
"Maine ek movie dekhunga.",2
"Unhone treehouse banayenge.",2
"Usne swimming seekhegi.",2
"Maine exam ki tayari karunga.",2
"Hum room paint karenge.",2
"Usne Italy ka safar karega.",2
"Maine kitab padunga.",2
"Usne apna kamra saaf karegi.",2
"Hum football khelenge.",2
"Unhone birthday manayenge.",2
"Maine cafe mein dost se milunga.",2
"Usne naya phone kharidega.",2
"Hum museum jayenge.",2
"Usne mujhe gift degi.",2
"Unhone concert attend karenge.",2
"Usne apni car repair karega.",2
"Hum picnic manayenge.",2
"Usne apni kitaab khatam karegi.",2
"Unhone naye ghar mein shift karenge.",2
"Maine project mein madad karunga.",2
"Usne roof ka leakage theek karega.",2
"Hum party ka anand lenge.",2
"Usne Spain jayegi.",2
"Unhone project complete karenge.",2
"Usne letter likhega.",2
"Usne apna phone kho dega.",2
"Maine doston ke sath dinner karunga.",2
"Usne apna bag ghar bhool jayegi.",2
"Hum jaldi uth jayenge.",2
"Unhone hume call karenge.",2
"Usne apni bike repair karega.",2
"Maine bazaar se samaan kharidunga.",2
"Usne apna assignment submit karegi.",2
"Unhone ek match jeetenge.",2
"Hum ek film dekhenge.",2
"Maine mandir jaunga.",2
"Usne nayi dress kharidega.",2
"Unhone sabko invite karenge.",2
"Hum dance karenge.",2
"Usne ek book padhegi.",2
"Maine apni car chalaunga.",2
"Usne ek course complete karegi.",2
"Unhone photo kheechenge.",2
"Maine ghar ka kaam karunga.",2
"Maine kal park mein walk kiya.",0
"Usne apna homework raat ko complete kiya.",0
"Unhone puri shaam TV dekha.",0
"Humne pichle hafte apne dost se mulaqat ki.",0
"Usne raat ko khana banaya.",0
"Bachon ne kal garden mein khela.",0
"Maine weekend par ek movie dekhi.",0
"Unhone pichle saal ek treehouse banaya.",0
"Usne pichle saal swimming seekhi.",0
"Maine kal exam ki tayari ki.",0
"Humne pichle hafte room paint kiya.",0
"Usne Italy ka safar pichle saal kiya.",0
"Maine pichle mahine voh kitab padhi.",0
"Usne kal apna kamra saaf kiya.",0
"Humne weekend mein football khela.",0
"Unhone birthday pichle mahine manayi.",0
"Maine kal apne dost se cafe mein mulaqat ki.",0
"Usne pichle hafte ek naya phone kharida.",0
"Humne Saturday ko museum gaye the.",0
"Usne mujhe pichle saal ek gift diya.",0
"Unhone kal concert attend kiya.",0
"Usne kal apni car repair ki.",0
"Humne kal picnic manayi.",0
"Usne apni kitaab pichle hafte khatam ki.",0
"Unhone pichle saal ek naye ghar mein shift kiya.",0
"Maine kal uski project mein madad ki.",0
"Usne pichle mahine roof ka leakage theek kiya.",0
"Humne weekend pe party ka anand liya.",0
"Usne pichle summer Spain ghooma.",0
"Unhone apna project pichle Friday complete kiya.",0
"Usne pichle saal apne dost ko letter likha.",0
"Maine park mein walk karta hoon.",1
"Usne apna homework complete karti hai.",1
"Unhone TV dekhte hain.",1
"Hum apne dost se milte hain.",1
"Usne khana banata hai.",1
"Bachon ne garden mein khelte hain.",1
"Maine ek movie dekhta hoon.",1
"Unhone treehouse banate hain.",1
"Usne swimming seekhti hai.",1
"Maine exam ki tayari karta hoon.",1
"Hum room paint karte hain.",1
"Usne Italy ka safar karta hai.",1
"Maine kitab padhta hoon.",1
"Usne apna kamra saaf karti hai.",1
"Hum football khelte hain.",1
"Unhone birthday manate hain.",1
"Maine cafe mein dost se milta hoon.",1
"Usne naya phone kharidta hai.",1
"Hum museum jaate hain.",1
"Usne mujhe gift deti hai.",1
"Unhone concert attend karte hain.",1
"Usne apni car repair karta hai.",1
"Hum picnic manate hain.",1
"Usne apni kitaab padhti hai.",1
"Unhone naye ghar mein shift karte hain.",1
"Maine project mein madad karta hoon.",1
"Usne roof ka leakage theek karta hai.",1
"Hum party ka anand lete hain.",1
"Usne Spain jaata hai.",1
"Unhone project complete karte hain.",1
"Usne letter likhta hai.",1
"Maine kal park mein walk karunga.",2
"Usne apna homework complete karegi.",2
"Unhone TV dekhenge.",2
"Hum apne dost se milenge.",2
"Usne khana banayega.",2
"Bachon ne garden mein khelne jayenge.",2
"Maine ek movie dekhunga.",2
"Unhone treehouse banayenge.",2
"Usne swimming seekhegi.",2
"Maine exam ki tayari karunga.",2
"Hum room paint karenge.",2
"Usne Italy ka safar karega.",2
"Maine kitab padunga.",2
"Usne apna kamra saaf karegi.",2
"Hum football khelenge.",2
"Unhone birthday manayenge.",2
"Maine cafe mein dost se milunga.",2
"Usne naya phone kharidega.",2
"Hum museum jayenge.",2
"Usne mujhe gift degi.",2
"Unhone concert attend karenge.",2
"Usne apni car repair karega.",2
"Hum picnic manayenge.",2
"Usne apni kitaab khatam karegi.",2
"Unhone naye ghar mein shift karenge.",2
"Maine project mein madad karunga.",2
"Usne roof ka leakage theek karega.",2
"Hum party ka anand lenge.",2
"Usne Spain jayegi.",2
"Unhone project complete karenge.",2
"Usne letter likhega.",2
"Maine kal ek nayi kitaab kharidi thi.",0
"Usne raat ko chai banayi thi.",0
"Humne kal ek dost ki madad ki thi.",0
"Unhone pichle mahine ek naye project par kaam shuru kiya tha.",0
"Maine do din pehle bazaar gaya tha.",0
"Usne kal raat ek movie dekhi thi.",0
"Humne ek week pehle dinner party host ki thi.",0
"Unhone kal mujhe phone kiya tha.",0
"Maine kal tumhe message bheja tha.",0
"Usne do din pehle ek important meeting attend ki thi.",0
"Humne pichle Sunday ek park mein ghooma tha.",0
"Unhone pichli raat ek concert attend kiya tha.",0
"Usne kal apna kamra saaf kiya tha.",0
"Humne kal ek nayi car kharidi thi.",0
"Maine pichle mahine apna exam diya tha.",0
"Unhone apna ghar do saal pehle renovate kiya tha.",0
"Usne kal apni bike repair karayi thi.",0
"Maine kal apne dost ko letter likha tha.",0
"Humne pichle hafte ek plan banaya tha.",0
"Unhone apni school trip pichle saal enjoy ki thi.",0
"Usne kal subah ek coffee pi thi.",0
"Maine do din pehle apna laptop fix karaya tha.",0
"Usne kal apna homework complete kiya tha.",0
"Humne pichli raat game kheli thi.",0
"Unhone apne bachpan ke dost se mulaqat ki thi.",0
"Usne kal apne parivar ke sath dinner kiya tha.",0
"Maine apne ghar ka renovation kal khatam kiya tha.",0
"Usne kal ek nayi dress kharidi thi.",0
"Humne kal ek purani photo album dekhi thi.",0
"Unhone apna project timely complete kiya tha.",0
"Maine subah exercise ki thi.",0
"Usne kal doston ke sath shopping ki thi.",0
"Hum roz subah tea peete hain.",1
"Unhone apni assignment time par complete karte hain.",1
"Usne roz ghar ka kaam karti hai.",1
"Maine roz newspaper padhta hoon.",1
"Hum roz subah jogging karte hain.",1
"Unhone apne office ke liye tayari karte hain.",1
"Usne roz apna kamra saaf karti hai.",1
"Maine roz subah jaldi uthta hoon.",1
"Hum doston ke sath weekend par football khelte hain.",1
"Usne roz apni diary likhti hai.",1
"Unhone apni family ke sath dinner karte hain.",1
"Hum roz raat ko TV dekhte hain.",1
"Usne apni mom ke sath khana banati hai.",1
"Maine har hafte ek nayi kitaab padhta hoon.",1
"Hum apne office ka kaam complete karte hain.",1
"Unhone har weekend apni car wash karte hain.",1
"Usne roz subah yoga karti hai.",1
"Maine roz class attend karta hoon.",1
"Hum apni meetings ke liye notes banate hain.",1
"Unhone roz apni office work kiye hain.",1
"Usne har din apne project par kaam karti hai.",1
"Hum daily gym jaate hain.",1
"Unhone apne bacchon ke liye breakfast banate hain.",1
"Usne apna homework roz karti hai.",1
"Maine roz apna code practice karta hoon.",1
"Hum roz apna ghar saaf karte hain.",1
"Unhone apni meetings attend ki hain.",1
"Usne roz online class join karti hai.",1
"Maine har raat ek movie dekhta hoon.",1
"Hum daily doston se baat karte hain.",1
"Usne apni team ke sath meeting karti hai.",1
"Hum agle hafte ek trip plan karenge.",2
"Unhone kal ek project par kaam karenge.",2
"Usne agli raat dinner host karegi.",2
"Maine next week ek meeting attend karunga.",2
"Hum kal bazaar jaayenge.",2
"Unhone ek nayi car kharidenge.",2
"Usne next month ek vacation plan karegi.",2
"Maine kal subah ek exam doonga.",2
"Hum agle Sunday ek party arrange karenge.",2
"Unhone apna project finish karenge.",2
"Usne agli class attend karegi.",2
"Maine kal ek nayi book shuru karunga.",2
"Hum apne dost ko weekend par milenge.",2
"Unhone apna ghar renovate karenge.",2
"Usne agli hafte ek presentation degi.",2
"Maine agle mahine ek nayi job join karunga.",2
"Hum apni team ke sath agle hafte meeting karenge.",2
"Unhone agle hafte trip par jayenge.",2
"Usne apna test agle din degi.",2
"Maine kal apne dost ke sath movie dekhunga.",2
"Hum apne ghar ko agle saal paint karenge.",2
"Unhone ek naya laptop kharidenge.",2
"Usne agli hafte ek course join karegi.",2
"Maine next weekend apne parivar ke sath ghoomunga.",2
"Hum kal ek nayi recipe try karenge.",2
"Unhone kal apni family ke liye dinner banayenge.",2
"Usne agle saal padhai complete karegi.",2
"Maine agle mahine ek trip plan kiya hai.",2
"Hum apni team ke sath project complete karenge.",2
"Unhone apne doston ke sath agle weekend trip par jayenge.",2
"Usne kal apna assignment submit karegi.",2
"Maine kal apne dost ko gift dunga.",2
"Hum agle hafte picnic manayenge.",2
"Unhone kal apni mom ke liye cake banayenge.",2
"Usne agli class mein quiz degi.",2
"Maine kal apne project par kaam karunga.",2
"Hum agle hafte ek match khelenge.",2
"Unhone apni team ke sath agle mahine meeting rakhi hai.",2
"Maine kal apne dost ko birthday wish kiya.",0
"Usne kal ek nayi recipe try ki thi.",0
"Unhone apna ghar kal safai ki thi.",0
"Humne kal ek nayi film dekhi thi.",0
"Maine pichle mahine ek bike kharidi thi.",0
"Usne pichle saal ek novel likhi thi.",0
"Humne pichle hafte ek trekking trip pe gaye the.",0
"Unhone pichli shaam ek party attend ki thi.",0
"Usne kal apna exam diya tha.",0
"Maine kal apni diary likhi thi.",0
"Humne ek week pehle picnic manayi thi.",0
"Unhone pichle saal ek building design ki thi.",0
"Maine pichle mahine ek software banaya tha.",0
"Usne kal apna homework kiya tha.",0
"Humne kal apne ghar ki painting complete ki thi.",0
"Unhone kal raat dinner banaya tha.",0
"Maine kal ek important meeting attend ki thi.",0
"Usne apna phone kal repair karwaya tha.",0
"Humne pichli raat ek match dekha tha.",0
"Unhone kal ek nayi website launch ki thi.",0
"Maine kal apni bike service karayi thi.",0
"Usne apne pet ke sath poora din khela tha.",0
"Humne kal subah ek long drive par gaye the.",0
"Unhone kal shaam shopping ki thi.",0
"Maine kal subah running ki thi.",0
"Usne kal raat ek horror movie dekhi thi.",0
"Humne apne dost ke ghar dinner kiya tha.",0
"Unhone apna presentation kal complete kiya tha.",0
"Usne kal ek coffee shop kholi thi.",0
"Maine kal apne office ke kaam ki file banayi thi.",0
"Humne kal ek naye restaurant me khana khaya tha.",0
"Unhone kal ek furniture kharida tha.",0
"Usne kal apni exam ki tayari ki thi.",0
"Maine kal raat apna laptop fix kiya tha.",0
"Humne kal ek movie ki tickets kharidi thi.",0
"Unhone kal apni project ki deadline meet ki thi.",0
"Usne kal ek nayi ghadi kharidi thi.",0
"Maine apne doston ke sath dinner kiya tha.",0
"Usne kal ek documentary dekhi thi.",0
"Humne apne ghar ka decoration complete kiya tha.",0
"Unhone kal ek nayi kitab likhi thi.",0
"Maine roz subah yoga karta hoon.",1
"Usne apna homework roz complete karti hai.",1
"Unhone roz office ka kaam time par karte hain.",1
"Hum roz subah newspaper padte hain.",1
"Maine roz raat ko dinner banata hoon.",1
"Usne har subah jogging karti hai.",1
"Unhone apne dost ke sath roz ghoomte hain.",1
"Hum roz gym jaate hain.",1
"Maine har hafte ek nayi movie dekhta hoon.",1
"Usne apne kamre ka roz safai karti hai.",1
"Hum apni meetings ke notes banate hain.",1
"Unhone apna project roz aage badhate hain.",1
"Usne apni team ke sath roz kaam karti hai.",1
"Maine apne ghar ka kaam roz karta hoon.",1
"Hum roz raat ko TV show dekhte hain.",1
"Unhone roz subah breakfast banate hain.",1
"Usne apne dost ke sath roz baat karti hai.",1
"Hum roz office ke liye tayari karte hain.",1
"Maine roz subah 6 baje uthta hoon.",1
"Usne apne dog ke sath roz walk karti hai.",1
"Hum apne ghar ko roz saf karte hain.",1
"Unhone roz online class attend ki hai.",1
"Usne apna assignment roz submit karti hai.",1
"Maine roz bike chalata hoon.",1
"Hum roz sham ko park me walk karte hain.",1
"Unhone apne bacchon ke sath roz khelte hain.",1
"Usne apna roz kaam complete kiya hai.",1
"Maine roz subah jogging karta hoon.",1
"Hum roz apne dost ke ghar jaate hain.",1
"Unhone apna roz kaam karte hain.",1
"Usne apni diary roz likhti hai.",1
"Maine kal ek nayi film dekhunga.",2
"Usne agle hafte apna homework karegi.",2
"Hum agle mahine ek trip par jayenge.",2
"Unhone kal ek important meeting attend karenge.",2
"Maine agle din apna exam doonga.",2
"Usne agle mahine ek nayi job join karegi.",2
"Hum kal bazaar jaane wale hain.",2
"Unhone kal ek project par kaam shuru karenge.",2
"Usne agle hafte ek cooking class join karegi.",2
"Maine kal apna ghar paint karunga.",2
"Hum agle Sunday ek picnic manayenge.",2
"Unhone agle mahine ek nayi car kharidenge.",2
"Usne kal apni bike service karwayegi.",2
"Maine kal apne doston ke sath movie dekhunga.",2
"Hum agle hafte ek tournament khelenge.",2
"Unhone apni family ke liye kal dinner banayenge.",2
"Usne agle hafte ek quiz me hissa legi.",2
"Maine kal apne project par kaam karunga.",2
"Hum kal apne doston se milenge.",2
"Unhone agle hafte ek important presentation denge.",2
"Usne kal ek nayi dress kharidegi.",2
"Maine kal ek nayi book shuru karunga.",2
"Hum agle mahine ek naya ghar kharidenge.",2
"Unhone kal apne bacchon ke liye cake banayenge.",2
"Usne agle hafte apna assignment submit karegi.",2
"Maine agle mahine ek seminar attend karunga.",2
"Hum agle mahine ek cultural event organize karenge.",2
"Unhone agle din ek nayi project par kaam karenge.",2
"Usne kal apne dost ko gift degi.",2
"Maine kal apne office ka kaam khatam karunga.",2
"Hum agle mahine apna business start karenge.",2
"Unhone apni mom ke liye agle hafte surprise plan kiya hai.",2
"Usne kal apne doston ke sath shopping karegi.",2
"Maine kal ek nayi cycle kharidunga.",2
"Hum agle hafte apna ghar decorate karenge.",2
"Unhone kal apna project submit karenge.",2
"Usne agle mahine apna graduation complete karegi.",2
"Maine kal apne dost se milunga.",2
"Hum agle mahine apne gaon jayenge.",2
"Unhone agle hafte apni nayi car lekar aayenge.",2
"Maine kal apne dost se baat ki thi.",0
"Usne kal ek presentation diya tha.",0
"Unhone kal apni cycle repair karayi thi.",0
"Humne pichli raat ek hotel me dinner kiya tha.",0
"Maine kal apne bhai ko gift diya tha.",0
"Usne kal apna kaam khatam kiya tha.",0
"Humne kal ek photo shoot kiya tha.",0
"Unhone pichle hafte ek book publish ki thi.",0
"Maine kal apni gaadi wash ki thi.",0
"Usne kal ek naya game khela tha.",0
"Humne pichle hafte ek nayi movie dekhi thi.",0
"Unhone pichli shaam ek presentation tayar ki thi.",0
"Maine kal ek test diya tha.",0
"Usne kal apni mom ko call kiya tha.",0
"Humne kal ek naya project shuru kiya tha.",0
"Unhone kal apna project complete kar liya tha.",0
"Usne kal raat apna homework complete kiya tha.",0
"Maine kal ek email bheji thi.",0
"Humne pichle mahine ek new car kharidi thi.",0
"Unhone pichle saal apna ghar paint karwaya tha.",0
"Usne kal ek business meeting attend ki thi.",0
"Maine kal subah exercise ki thi.",0
"Humne pichle weekend ek event attend kiya tha.",0
"Unhone kal apne dost ke sath ghoomna gaya tha.",0
"Usne kal ek naya laptop kharida tha.",0
"Maine kal apne dost ko movie ka invite diya tha.",0
"Humne kal doston ke sath party ki thi.",0
"Unhone kal ek training session attend kiya tha.",0
"Usne kal raat ek nayi recipe banayi thi.",0
"Maine kal apna assignment submit kiya tha.",0
"Humne pichle hafte football match khela tha.",0
"Unhone kal apna ghar saaf kiya tha.",0
"Usne kal ek email likhi thi.",0
"Maine kal apni bike ride par gayi thi.",0
"Humne kal ek new app launch kiya tha.",0
"Unhone kal ek aur project finish kiya tha.",0
"Usne kal apne papa se baat ki thi.",0
"Maine kal apna school ka homework kiya tha.",0
"Humne kal subah ek naya plan discuss kiya tha.",0
"Unhone kal apna pura din office me bitaya tha.",0
"Maine roz subah coffee peeta hoon.",1
"Usne apne dost ko roz message karti hai.",1
"Hum roz park me walk karte hain.",1
"Unhone roz apne bacchon ke sath khelte hain.",1
"Maine roz apna kaam time par karta hoon.",1
"Usne roz subah yoga karti hai.",1
"Hum roz raat ko movie dekhte hain.",1
"Unhone apna roz kaam khatam kiya hai.",1
"Maine roz subah ek glass pani peeta hoon.",1
"Usne apne kamre ka roz safai karti hai.",1
"Hum roz apne doston ke sath baat karte hain.",1
"Unhone roz online classes attend ki hain.",1
"Maine roz subah running karta hoon.",1
"Usne roz apni diary likhti hai.",1
"Hum roz apna ghar saaf karte hain.",1
"Unhone roz apne parivar ke sath dinner karte hain.",1
"Maine roz apne phone ka use karta hoon.",1
"Usne roz apni mom ki help karti hai.",1
"Hum roz apne doston ke sath lunch karte hain.",1
"Unhone roz apni meetings attend ki hain.",1
"Maine roz apne papa se baat karta hoon.",1
"Usne roz apni presentation ke liye tayari ki hai.",1
"Hum roz subah jaldi uthte hain.",1
"Unhone roz apni bike chalayi hai.",1
"Maine roz subah jaldi uthta hoon.",1
"Usne roz apni files organize karti hai.",1
"Hum roz apna ghar decorate karte hain.",1
"Unhone roz apna homework finish kiya hai.",1
"Usne roz apni mom ke sath khana banaya hai.",1
"Maine roz doston ke sath ghoomta hoon.",1
"Hum roz apne work ke liye tayari karte hain.",1
"Unhone roz apne doston ko call kiya hai.",1
"Usne roz subah ek cup chai pi hai.",1
"Maine kal ek meeting attend karunga.",2
"Usne agle hafte ek nayi job join karegi.",2
"Hum agle mahine ek picnic plan karenge.",2
"Unhone kal ek business deal sign karenge.",2
"Maine kal ek nayi gaadi kharidunga.",2
"Usne agle mahine ek dance class join karegi.",2
"Hum agle Sunday ek football match khelenge.",2
"Unhone agle hafte ek software launch karenge.",2
"Maine kal subah ek new project start karunga.",2
"Usne kal ek painting class join karegi.",2
"Hum agle hafte apna ghar renovate karenge.",2
"Unhone agle mahine ek function organize karenge.",2
"Usne agle din apna exam degi.",2
"Maine agle mahine ek interview attend karunga.",2
"Hum agle hafte ek nayi movie dekhne jayenge.",2
"Unhone kal ek website banayenge.",2
"Usne agle mahine apni exam ki tayari karegi.",2
"Maine agle hafte apne dost ko milunga.",2
"Hum agle mahine ek trip par jayenge.",2
"Unhone agle hafte ek webinar host karenge.",2
"Usne agle hafte apna project complete karegi.",2
"Maine kal ek book likhunga.",2
"Hum agle hafte ek dinner party organize karenge.",2
"Unhone kal apna ghar decorate karenge.",2
"Usne kal ek presentation tayar karegi.",2
"Maine agle mahine apni school ka exam doonga.",2
"Hum agle hafte ek seminar attend karenge.",2
"Unhone agle mahine apna office shift karenge.",2
"Usne kal ek interview degi.",2
"Maine kal ek nayi recipe try karunga.",2
"Hum kal subah ek trekking trip par jayenge.",2
"Unhone agle din ek presentation submit karenge.",2
"Usne kal apne papa ke liye surprise plan karegi.",2
"Maine agle hafte apni bike ki service karwaunga.",2
"Hum agle mahine ek sports event attend karenge.",2
"Unhone agle hafte apne dost ke sath ghoomne ka plan kiya hai.",2
